Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
St. Kitts and Nevis,1988,2972.23,10.83,100.0,100,,,,1.05,0.27,71.0,5.63,91.55,2.82,0.0,25.0,0.0,7224.0,7261.02,1215.0,13.41,42.49,622.0,73.31,18.33,33.8,39.44,160.58,0.0,7692.0,8476.02,0.0
"Korea, Rep.",1988,19250582.86,16850270.43,100.0,100,1.0,,,10.01,9.88,23313.0,38.36,54.08,1.34,6.22,3000.0,0.0,1338237.96,28591040.04,1205216.14,14.72,16.99,70508.0,68.67,18.45,20.18,18.77,3000.0,0.0,16469899.59,29796256.18,0.0
Kuwait,1988,1746182.19,2226818.11,100.0,100,,,,2.23,6.15,1677.0,17.53,76.45,5.19,0.83,52.47,0.0,3887847.27,4228579.21,151884.13,13.06,6.16,11980.0,69.97,20.06,39.48,31.72,509.65,0.0,4220777.82,4380463.34,0.0
Lao PDR,1988,21095.72,29990.62,100.0,100,,,,4.3,0.63,193.0,16.06,82.38,0.52,1.04,35.0,0.0,11.0,1543.24,7914.02,19.59,15.1,2053.0,74.48,12.37,84.46,55.44,100.0,0.0,9102.29,9457.26,0.0
Lebanon,1988,452323.99,97063.09,100.0,100,,,,2.58,1.75,2601.0,16.34,74.47,8.57,0.62,70.0,0.0,5648.86,45259.9,96573.94,17.22,13.11,19338.0,67.4,16.82,61.86,55.48,2029.66,0.0,50065.82,141833.84,0.0
Liberia,1988,1028908.29,272777.66,100.0,100,,,,2.17,0.37,654.0,19.11,76.76,4.13,0.0,100.0,0.0,86513.22,598598.01,818808.83,12.12,7.83,5718.0,73.33,18.31,48.47,24.62,451.15,0.0,101379.19,1417406.84,0.0
Libya,1988,1645154.56,2013416.18,100.0,100,,,,1.42,0.31,637.0,16.17,82.42,1.41,0.0,22.0,0.0,166901.44,1077612.05,5156170.01,12.1,4.75,5335.0,71.98,19.42,49.29,22.76,3000.0,0.0,6072276.54,6233782.06,0.0
St. Lucia,1988,15853.22,3599.21,100.0,100,,,,1.38,9.79,208.0,15.87,77.88,6.25,0.0,20.0,0.0,344.0,105279.35,1939.0,14.68,39.68,1645.0,69.67,18.12,45.19,51.44,129.58,0.0,2661.0,107218.35,0.0
Sri Lanka,1988,620330.91,346991.06,100.0,100,,,,4.54,6.27,3322.0,31.37,59.45,6.26,2.92,184.22,0.0,53939.1,388144.48,201786.98,17.01,18.72,20621.0,70.17,15.5,48.07,40.88,2029.66,0.0,301488.67,589931.46,0.0
Macao,1988,66722.7,354724.51,100.0,100,,,,1.8,7.34,2656.0,23.98,73.23,0.6,2.18,152.56,0.0,17933.05,712178.42,215197.47,17.79,23.32,21728.0,69.84,14.54,66.87,60.88,3000.0,0.0,723487.37,927375.89,0.0
Morocco,1988,656767.21,934210.29,100.0,100,,,,2.07,5.72,4433.0,22.58,71.33,5.12,0.97,162.03,0.0,468413.33,2171295.44,828465.97,16.37,16.41,32943.0,68.99,16.8,53.39,52.22,3000.0,0.0,1584396.71,2999761.41,0.0
Madagascar,1988,62601.41,86085.28,100.0,100,,,,0.86,0.7,954.0,7.44,88.26,4.09,0.21,50.0,0.0,28553.35,105645.22,134739.68,15.71,10.69,8207.0,70.27,17.87,55.97,46.02,451.15,0.0,140738.47,240384.9,0.0
Maldives,1988,20349.06,34156.79,100.0,100,,,,1.6,1.37,172.0,18.02,79.65,2.33,0.0,50.0,0.0,2.0,2440.18,9784.24,13.87,19.09,1482.0,69.43,19.5,47.67,47.67,115.0,0.0,9399.23,12224.43,0.0
Mexico,1988,3307945.23,2544483.83,100.0,100,,,,3.69,4.97,6726.0,27.42,66.99,4.12,1.47,1014.83,0.0,2779131.1,4422320.25,527763.24,13.96,7.69,37095.0,68.86,18.66,37.2,31.61,3000.0,0.0,3429579.68,4950083.49,0.0
Mali,1988,37473.25,25051.29,100.0,100,,,,0.98,4.11,668.0,7.34,88.62,3.74,0.3,35.0,0.0,40781.33,41253.56,33634.96,13.95,9.65,5640.0,70.16,19.01,54.64,36.83,768.22,0.0,47907.03,74888.52,0.0
Malta,1988,273372.47,220947.96,100.0,100,,,,4.97,5.56,2987.0,60.96,31.6,7.0,0.44,55.0,0.0,36322.81,443632.89,49322.49,16.08,15.31,21964.0,69.76,16.18,56.91,46.47,3000.0,0.0,245785.49,492955.38,0.0
Myanmar,1988,271631.06,160142.73,100.0,100,,,,5.42,15.64,1435.0,70.52,26.9,1.67,0.91,176.82,0.0,47515.48,153566.69,37598.82,14.09,13.04,5937.0,75.56,17.97,13.94,12.82,3000.0,0.0,109451.77,191165.52,0.0
Mongolia,1988,18905.53,30078.46,100.0,100,,,,3.04,0.25,269.0,21.56,63.94,10.41,4.09,80.35,0.0,44325.59,45429.67,6528.9,14.87,5.28,1881.0,63.8,22.54,56.88,38.66,1296.17,0.0,46071.68,51958.57,0.0
Mozambique,1988,111805.38,52927.34,100.0,100,,,,1.29,0.98,606.0,11.06,83.17,4.95,0.83,43.26,0.0,9947.72,70413.98,34650.56,13.16,12.22,5754.0,71.31,17.97,60.56,41.25,471.64,0.0,23008.13,105064.54,0.0
Mauritania,1988,41475.27,202140.95,100.0,100,,,,3.34,6.03,546.0,11.9,82.23,5.31,0.55,55.0,0.0,638.0,290604.49,181962.88,13.75,10.88,3915.0,64.44,23.68,55.31,29.85,2029.66,0.0,12233.61,472567.37,0.0
Montserrat,1988,1512.8,39.2,100.0,100,,,,6.41,0.64,63.0,12.7,82.54,4.76,0.0,100.0,0.0,421.0,619.82,6864.75,17.4,21.8,695.0,73.53,15.11,60.32,65.08,451.15,0.0,566.88,7484.57,0.0
Martinique,1988,34452.9,16065.09,100.0,100,,,,5.51,18.74,1185.0,68.44,19.41,11.73,0.42,35.0,0.0,38871.0,194381.0,1306.0,15.35,38.33,8796.0,69.49,18.25,48.02,43.04,2029.66,0.0,41912.0,195687.0,0.0
Mauritius,1988,208065.15,130053.7,100.0,100,,,,2.58,49.12,1795.0,21.34,69.36,7.47,1.84,256.64,0.0,286649.3,614189.03,173410.71,18.54,32.77,13297.0,70.89,14.15,59.78,51.09,1296.17,0.0,691483.48,787599.74,0.0
Malawi,1988,61887.15,88382.06,100.0,100,,,,0.81,22.38,502.0,4.98,89.04,5.38,0.6,352.69,0.0,20099.64,127797.79,75964.47,16.2,39.36,3705.0,64.18,20.7,58.57,52.99,3000.0,0.0,160470.34,203762.26,0.0
Malaysia,1988,4605207.72,8555375.26,100.0,100,,,,8.42,5.2,9993.0,38.66,56.39,3.34,1.61,1014.83,0.0,3260826.0,10575876.06,1496131.93,14.86,11.69,48553.0,69.57,17.75,30.97,30.6,3000.0,0.0,5389503.59,12072007.99,0.0
New Caledonia,1988,102408.02,255020.5,100.0,100,,,,0.52,0.05,692.0,10.55,84.83,4.19,0.43,18.0,0.0,191.0,3827.67,449054.93,12.66,4.28,5216.0,67.27,21.78,51.88,30.64,451.15,0.0,2353.48,452882.6,0.0
Niger,1988,44494.76,2327.64,100.0,100,,,,2.09,1.39,595.0,6.89,89.08,4.03,0.0,100.0,0.0,293889.0,295421.88,7099.84,16.2,4.57,4899.0,67.28,20.43,58.15,43.03,3000.0,0.0,296196.05,302521.72,0.0
Norfolk Island,1988,6484.06,100.13,100.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,1988,1156364.44,955957.94,100.0,100,,,,1.48,3.09,1561.0,22.87,73.09,3.97,0.06,132.01,0.0,5226.39,3216186.51,242673.26,11.93,4.53,13321.0,70.34,21.0,41.96,31.9,3000.0,0.0,2939109.45,3458859.76,0.0
Nicaragua,1988,55399.47,109415.71,100.0,100,,,,1.24,3.18,593.0,11.13,81.79,5.23,1.85,43.96,0.0,126132.36,149353.54,8848.24,13.02,12.27,5091.0,69.46,19.41,53.63,41.99,489.83,0.0,129627.21,158201.78,0.0
Netherlands,1988,37606825.38,33321418.11,100.0,100,,,,6.99,9.53,25610.0,46.4,46.14,2.31,5.15,2547.12,0.0,1386282.96,6711969.14,383662.17,14.12,13.44,76501.0,67.53,19.51,20.32,18.39,3000.0,0.0,3654115.33,7095631.31,0.0
Norway,1988,5168770.1,5439034.97,100.0,100,,,,5.27,4.97,16705.0,53.52,35.47,8.89,2.11,3000.0,0.0,1325856.43,12741542.56,5057935.37,14.25,8.98,69800.0,68.77,19.02,26.61,24.41,3000.0,0.0,10176568.67,17799477.92,0.0
Nepal,1988,212899.46,104827.49,100.0,100,,,,2.71,4.17,675.0,17.93,80.89,0.3,0.89,50.0,0.0,49.17,86036.11,6455.08,17.57,21.4,4436.0,69.52,17.7,43.26,40.74,2029.66,0.0,85505.4,92491.19,0.0
Nauru,1988,13232.2,63876.8,100.0,100,,,,7.37,1.29,51.0,33.33,64.71,1.96,0.0,60.0,0.0,82.0,3139.34,90.0,12.23,3.37,469.0,70.58,17.7,58.82,49.02,100.0,0.0,276.38,3229.34,0.0
Neutral Zone,1988,129.86,3.43,100.0,100,,,,13.0,13.0,2.0,100.0,0.0,0.0,0.0,13.0,13.0,0.0,0.94,0.0,17.11,17.11,17.0,70.59,17.65,100.0,0.0,55.0,0.0,0.94,0.94,0.0
New Zealand,1988,3072982.38,3731390.92,100.0,100,,,,9.38,8.96,9861.0,67.91,20.04,7.67,4.38,2547.12,0.0,2729109.71,4208104.94,118423.64,13.22,10.23,40268.0,68.37,19.41,25.36,24.53,2547.12,0.0,3223544.16,4326528.58,0.0
"Other Asia, nes",1988,18710287.07,15767967.43,100.0,100,,,,11.69,12.3,40804.0,60.12,29.14,4.66,6.08,3000.0,0.0,13730695.7,35427873.24,141258.29,14.09,14.6,78093.0,68.12,19.06,12.78,11.75,3000.0,0.0,18506359.73,35569131.53,0.0
Oman,1988,609011.38,2465132.91,100.0,100,,,,1.8,4.88,1376.0,21.58,72.75,4.87,0.8,55.67,0.0,2595380.48,2621214.51,294373.89,12.61,5.35,9462.0,70.86,20.56,35.54,23.47,3000.0,0.0,2706425.75,2915588.4,0.0
Pakistan,1988,2167033.85,1368381.64,100.0,100,,,,5.54,11.08,5359.0,30.77,60.78,2.74,5.71,1014.83,0.0,707689.75,2503392.5,144980.6,17.42,19.11,27579.0,69.22,15.82,40.16,36.84,3000.0,0.0,2047369.65,2648373.09,0.0
Panama,1988,3406627.11,540103.45,100.0,100,,,,3.43,5.96,1451.0,35.29,57.48,6.89,0.34,50.0,0.0,12741.27,1089657.5,125058.67,14.54,15.6,9980.0,68.05,21.69,37.7,32.87,3000.0,0.0,39117.51,1214716.17,0.0
Pacific Islands,1988,33457.37,233.17,100.0,100,,,,5.43,3.84,145.0,76.55,20.69,2.76,0.0,22.0,0.0,74.0,1460.41,1584.0,11.41,9.89,1113.0,63.07,27.49,21.38,51.03,100.0,0.0,691.0,3044.41,0.0
Pitcairn,1988,791.46,21.98,100.0,100,,,,0.75,0.14,49.0,2.04,97.96,0.0,0.0,15.0,0.0,0.0,20.06,730.0,16.02,12.57,462.0,71.65,16.67,46.94,63.27,129.58,0.0,190.06,750.06,0.0
Peru,1988,369432.84,732896.8,100.0,100,,,,2.33,2.09,2448.0,19.0,76.39,2.9,1.72,90.02,0.0,57789.17,1011212.97,418216.37,15.74,6.49,15803.0,67.82,17.84,47.71,44.89,2029.66,0.0,245149.71,1429429.34,0.0
Philippines,1988,2851287.64,3068153.28,100.0,100,,,,5.64,9.07,9478.0,44.5,48.97,3.48,3.05,3000.0,0.0,548898.99,3737561.28,627713.83,16.17,15.18,38142.0,70.06,16.97,26.82,25.41,3000.0,0.0,1533757.08,4365275.11,0.0
Papua New Guinea,1988,813559.24,1117017.94,100.0,100,,,,5.86,3.09,596.0,33.89,55.37,7.89,2.85,50.0,0.0,280454.8,1221467.35,79624.66,10.74,6.79,6140.0,73.58,19.01,44.13,32.21,509.65,0.0,350129.9,1301092.0,0.0
Poland,1988,2458075.33,2283247.31,100.0,100,,,,7.24,6.37,10173.0,65.8,16.27,14.24,3.69,176.82,0.0,1265813.67,3577522.14,1138628.65,14.93,13.52,54327.0,68.61,18.35,36.66,32.95,3000.0,0.0,2321590.73,4716150.79,0.0
"Korea, Dem. Rep.",1988,349369.44,430796.18,100.0,100,,,,9.22,6.46,2160.0,64.49,22.31,6.62,6.57,198.75,0.0,25071.82,278408.32,184691.57,15.33,12.06,14819.0,69.09,17.13,51.25,43.33,2029.66,0.0,136149.83,463099.88,0.0
Portugal,1988,3811169.98,2388991.72,100.0,100,1.0,,,5.93,15.13,5350.0,29.68,60.79,0.92,8.62,2029.66,0.0,27008.44,1039578.45,69383.76,17.64,24.25,32750.0,70.06,14.17,49.94,46.58,3000.0,0.0,833962.42,1108962.22,0.0
Paraguay,1988,159401.36,135719.84,100.0,100,,,,2.74,3.5,907.0,22.38,68.8,7.06,1.76,43.96,0.0,126322.39,481057.68,27505.44,14.8,7.17,7271.0,72.01,16.93,52.92,35.72,471.64,0.0,149495.2,508563.12,0.0
French Polynesia,1988,95211.23,28044.73,100.0,100,,,,1.28,1.35,771.0,14.01,81.06,4.8,0.13,28.0,0.0,239.0,5674.48,32375.28,14.26,17.66,5646.0,68.81,20.62,42.67,34.76,1296.17,0.0,5925.64,38049.76,0.0
Qatar,1988,361925.67,1373622.62,100.0,100,,,,1.24,4.99,968.0,16.43,78.1,4.96,0.52,55.0,0.0,1155318.17,1288683.48,37902.32,13.41,4.85,7107.0,70.1,20.09,43.8,28.2,826.79,0.0,1272176.71,1326585.8,0.0
Reunion,1988,84141.78,20583.14,100.0,100,,,,5.9,4.94,1259.0,72.68,15.41,10.8,1.11,61.04,0.0,144747.61,154680.81,1150.0,13.66,43.1,10740.0,71.3,17.94,50.44,41.3,1296.17,0.0,148232.31,155830.81,0.0
Romania,1988,536532.21,1161289.65,100.0,100,,,,8.31,11.08,4841.0,64.2,12.37,20.2,3.22,3000.0,0.0,723565.8,2964195.37,27303.09,16.06,17.36,32635.0,69.54,16.54,51.08,42.76,3000.0,0.0,2339039.36,2991498.46,0.0
Rwanda,1988,73280.87,61667.24,100.0,100,,,,1.02,0.66,256.0,5.86,89.45,4.69,0.0,30.0,0.0,567.0,112459.96,16426.95,13.25,7.09,2131.0,63.73,25.57,53.13,35.94,2029.66,0.0,118898.96,128886.91,0.0
Saudi Arabia,1988,7016300.82,10077864.06,100.0,100,,,,3.76,5.3,3740.0,23.77,67.83,7.57,0.83,110.61,0.0,12529791.34,15030157.1,384363.25,13.37,5.59,24413.0,68.39,19.92,41.84,34.47,1773.19,0.0,14239679.91,15414520.35,0.0
Fm Sudan,1988,273337.85,222954.14,100.0,100,,,,1.12,2.89,515.0,8.54,87.18,4.27,0.0,30.0,0.0,177764.26,221101.73,101363.93,12.39,8.23,3779.0,62.64,25.22,45.63,43.5,451.15,0.0,207431.47,322465.67,0.0
Senegal,1988,110110.09,90774.21,100.0,100,,,,2.93,9.19,1402.0,24.11,72.9,2.92,0.07,55.0,0.0,18801.4,433439.08,56862.53,12.56,11.49,11550.0,68.1,22.23,42.58,37.09,1296.17,0.0,169847.62,490301.61,0.0
Singapore,1988,12779603.15,6702732.13,100.0,100,,,,13.59,9.11,24822.0,49.84,41.16,2.63,6.37,3000.0,0.0,5512109.16,17543683.54,168943.81,14.2,11.42,75128.0,68.28,19.25,19.81,17.92,3000.0,0.0,9496145.14,17712627.35,0.0
Saint Helena,1988,1756.08,2625.65,100.0,100,,,,5.23,5.53,172.0,29.65,63.95,6.4,0.0,50.0,0.0,6.0,3332.49,435.0,12.77,15.33,1203.0,65.0,24.02,42.44,34.3,199.1,0.0,2956.0,3767.49,0.0
Solomon Islands,1988,68516.56,59078.86,100.0,100,,,,3.02,1.91,177.0,27.68,60.45,11.86,0.0,50.0,0.0,39915.62,52540.14,20994.66,11.88,15.87,2960.0,84.59,11.76,39.55,21.47,132.01,0.0,52277.93,73534.81,0.0
Sierra Leone,1988,41819.86,35345.33,100.0,100,,,,1.56,0.04,471.0,7.43,87.05,4.25,1.27,60.0,0.0,367.0,2789.08,139993.72,16.49,8.91,4494.0,73.48,17.47,51.59,34.82,3000.0,0.0,16345.68,142782.8,0.0
El Salvador,1988,104099.89,209532.43,100.0,100,,,,2.5,1.29,390.0,24.36,70.77,4.87,0.0,40.0,0.0,219677.51,228832.61,15394.07,16.05,8.36,3096.0,69.57,17.05,58.46,47.69,471.64,0.0,234979.35,244226.68,0.0
Somalia,1988,44182.37,6725.48,100.0,100,,,,0.66,5.78,342.0,6.43,92.69,0.88,0.0,24.0,0.0,2037.0,31863.56,21046.83,11.88,27.46,2281.0,67.38,24.95,27.49,23.68,155.03,0.0,4493.0,52910.39,0.0
Special Categories,1988,3412410.37,980663.72,100.0,100,,,,20.1,4.99,3411.0,77.78,7.36,5.54,9.32,2547.12,0.0,4912.08,152562.29,105476.3,14.45,8.54,16839.0,70.92,16.77,32.13,28.64,2547.12,0.0,29339.28,258038.59,0.0
Saint Pierre and Miquelon,1988,950.91,429.9,100.0,100,,,,2.49,11.16,420.0,28.1,66.43,5.48,0.0,24.0,0.0,206.0,8848.57,1470.34,13.54,12.58,2758.0,68.35,19.87,41.67,35.71,100.0,0.0,1809.98,10318.91,0.0
Sao Tome and Principe,1988,7215.05,8170.94,100.0,100,,,,3.89,0.55,107.0,19.63,80.37,0.0,0.0,30.0,0.0,0.0,652.09,11222.0,14.54,9.32,828.0,65.46,19.08,61.68,57.94,324.05,0.0,89.53,11874.09,0.0
Suriname,1988,22910.67,49857.46,100.0,100,,,,2.84,3.4,458.0,32.31,54.59,12.88,0.22,30.0,0.0,43962.0,263896.29,5439.29,15.6,8.29,4725.0,72.87,15.6,70.52,48.47,1296.17,0.0,222531.82,269335.57,0.0
Soviet Union,1988,14941128.27,10321785.68,100.0,100,,,,7.63,1.92,7561.0,67.9,19.35,8.32,4.43,3000.0,0.0,10150022.21,15750184.23,3475124.03,13.26,8.95,44209.0,68.59,20.81,32.52,29.47,3000.0,0.0,13500132.29,19225308.26,0.0
Sweden,1988,16876900.06,12852574.07,100.0,100,,,,6.76,8.87,18927.0,50.47,40.61,2.01,6.91,3000.0,0.0,1134804.69,8134156.53,701588.4,14.03,12.41,76762.0,68.17,19.12,26.94,24.61,3000.0,0.0,3875572.73,8835744.92,0.0
Seychelles,1988,17941.96,27047.85,100.0,100,,,,3.23,21.27,440.0,34.09,54.77,10.0,1.14,50.0,0.0,376.38,116104.95,2200.09,11.63,14.66,3068.0,68.16,21.45,43.18,29.32,133.8,0.0,14062.79,118305.04,0.0
Syrian Arab Republic,1988,447394.49,137373.48,100.0,100,,,,1.69,1.1,1030.0,16.6,73.69,9.32,0.39,50.0,0.0,196332.7,197608.03,338230.9,16.78,6.04,7995.0,68.48,17.67,60.78,46.7,3000.0,0.0,491025.47,535838.93,0.0
Turks and Caicos Isl.,1988,605.88,11.09,100.0,100,,,,1.89,0.71,37.0,29.73,67.57,2.7,0.0,13.0,0.0,33.0,49.0,228.0,13.46,13.3,397.0,67.0,19.4,67.57,78.38,324.05,0.0,117.0,277.0,0.0
Chad,1988,12077.56,34701.43,100.0,100,,,,1.0,0.06,255.0,7.45,90.2,2.35,0.0,25.0,0.0,48278.37,49131.04,7444.0,12.01,8.26,2135.0,64.36,23.14,74.51,30.2,256.64,0.0,50323.37,56575.04,0.0
Togo,1988,74043.53,57602.73,100.0,100,,,,2.9,1.55,814.0,4.91,88.82,5.53,0.74,100.0,0.0,37387.47,60805.91,119075.23,13.4,6.2,6840.0,70.07,18.95,54.79,37.47,509.65,0.0,75040.34,179881.14,0.0
Thailand,1988,7338256.41,4692328.76,100.0,100,1.0,,,9.91,11.36,19258.0,48.27,42.54,2.71,6.48,3000.0,0.0,2856506.9,9445601.21,271623.35,14.91,16.1,60632.0,68.67,17.91,21.47,20.77,3000.0,0.0,5366450.19,9717224.56,0.0
East Timor,1988,47.99,231.27,100.0,100,,,,7.51,5.6,17.0,29.41,70.59,0.0,0.0,60.0,0.0,0.0,29.04,66.0,14.68,11.0,243.0,74.07,11.93,58.82,141.18,100.0,0.0,67.83,95.04,0.0
Tonga,1988,17868.64,2536.66,100.0,100,,,,1.07,2.58,122.0,22.13,61.48,16.39,0.0,20.0,0.0,87.48,569.44,673.66,12.0,13.18,1327.0,80.03,12.51,50.0,31.15,100.0,0.0,579.79,1243.1,0.0
Trinidad and Tobago,1988,77729.01,38094.9,100.0,100,,,,2.49,3.54,620.0,20.81,61.13,15.32,2.74,61.04,0.0,75064.37,79463.91,112276.08,14.39,18.99,4866.0,68.41,18.93,55.65,43.71,768.22,0.0,112216.13,191740.0,0.0
Tunisia,1988,558272.68,512493.45,100.0,100,,,,1.72,4.88,3778.0,19.06,75.25,4.74,0.95,50.0,0.0,173491.36,1022243.53,799501.96,17.01,20.31,27629.0,69.07,16.03,56.09,52.89,3000.0,0.0,1285180.48,1821745.48,0.0
Turkey,1988,3789644.9,2897455.28,100.0,100,,,,6.61,8.59,8702.0,59.22,27.89,8.85,4.05,1296.17,0.0,1140284.19,4798991.0,888779.73,16.2,18.9,48556.0,67.95,17.65,40.81,39.55,3000.0,0.0,4059161.73,5687770.74,0.0
Tuvalu,1988,850.22,54.1,100.0,100,,,,3.71,7.54,60.0,51.67,48.33,0.0,0.0,20.0,0.0,0.0,91.61,125.0,13.43,14.52,456.0,69.96,18.64,23.33,63.33,133.8,0.0,135.26,216.61,0.0
Tanzania,1988,243027.68,161207.07,100.0,100,,,,1.03,0.99,904.0,8.74,88.27,2.77,0.22,35.0,0.0,49801.98,166011.45,90511.56,14.55,12.37,8060.0,68.83,19.8,52.32,49.0,3000.0,0.0,192189.68,256523.01,0.0
Uganda,1988,75465.09,46422.36,100.0,100,,,,0.97,0.64,354.0,6.78,88.42,4.8,0.0,30.0,0.0,3021.9,231583.41,22909.78,14.75,6.7,3348.0,70.07,18.94,47.18,56.78,471.64,0.0,246417.76,254493.19,0.0
Unspecified,1988,1838768.2,3996728.84,100.0,100,,,,17.54,7.98,25629.0,73.32,10.59,6.69,9.4,3000.0,0.0,1687690.39,10334401.92,3468423.06,14.18,11.93,82623.0,67.15,19.93,21.53,20.12,3000.0,0.0,3521336.82,13802824.98,0.0
Uruguay,1988,127230.58,208418.47,100.0,100,,,,3.61,1.84,1721.0,33.35,55.14,10.92,0.58,100.0,0.0,241550.34,412104.44,736482.71,15.69,14.13,10959.0,67.29,19.62,46.89,36.49,3000.0,0.0,297410.26,1148587.15,0.0
United States,1988,149911398.26,89424668.28,100.0,100,,,,12.08,8.99,61384.0,68.32,19.07,7.58,5.04,3000.0,0.0,71730684.25,158753623.76,255483.82,13.92,9.78,85764.0,66.9,20.39,9.31,8.44,3000.0,0.0,74665588.05,159009107.58,0.0
Us Msc.Pac.I,1988,370664.35,42246.65,100.0,100,,,,12.79,6.54,511.0,63.01,26.42,9.98,0.59,50.0,0.0,2567.01,16484.78,9674.41,15.22,12.5,5548.0,73.49,15.25,74.36,47.95,324.05,0.0,6976.16,26159.19,0.0
St. Vincent and the Grenadines,1988,9319.97,2671.34,100.0,100,,,,3.54,7.74,200.0,51.5,39.0,9.5,0.0,35.0,0.0,778.18,59594.37,14790.82,11.75,31.76,1298.0,65.87,23.19,29.5,41.5,100.0,0.0,13422.18,74385.19,0.0
Venezuela,1988,1636403.01,1133924.62,100.0,100,,,,1.04,0.77,1535.0,8.66,87.82,3.26,0.26,50.0,0.0,719346.38,838964.78,1126085.83,13.33,5.57,10930.0,68.33,19.93,45.08,38.5,1296.17,0.0,1678932.34,1965050.61,0.0
British Virgin Islands,1988,1712.64,573.87,100.0,100,,,,13.33,2.26,12.0,91.67,8.33,0.0,0.0,30.0,0.0,0.0,77.99,498.81,6.82,4.94,55.0,54.55,40.0,0.0,25.0,40.0,0.0,0.0,576.8,0.0
Vietnam,1988,246045.66,249321.05,100.0,100,,,,6.58,10.27,1766.0,38.67,52.55,6.0,2.77,80.35,0.0,91472.81,521773.6,87433.23,15.77,9.71,14024.0,68.07,17.93,60.53,50.68,2029.66,0.0,294030.79,609206.82,0.0
Vanuatu,1988,54348.32,14335.96,100.0,100,,,,3.9,4.4,96.0,28.13,53.13,18.75,0.0,25.0,0.0,461.02,3167.83,11486.12,12.36,7.1,1891.0,85.09,10.21,59.38,33.33,100.0,0.0,2954.04,14653.95,0.0
 World,1988,785242952.91,671216399.74,100.0,100,1.0,,,9.59,7.66,1023277.0,50.31,39.42,5.7,4.56,3000.0,0.0,471626731.6,931930989.93,1485566.44,13.96,12.3,87108.0,66.73,20.51,0.57,0.52,3000.0,0.0,479012359.76,934728441.86,0.0
Wallis and Futura Isl.,1988,593.97,11.0,100.0,100,,,,11.29,4.46,49.0,16.33,83.67,0.0,0.0,45.0,0.0,0.0,214.8,557.0,18.7,15.71,404.0,74.75,17.33,22.45,42.86,1773.19,0.0,549.15,771.8,0.0
Samoa,1988,25685.65,5355.55,100.0,100,,,,3.02,1.06,139.0,15.83,46.76,35.25,2.16,53.5,0.0,432.74,634.49,5869.61,12.75,12.31,1628.0,72.48,16.52,87.77,41.01,191.76,0.0,4210.69,6504.1,0.0
Yemen Democratic,1988,75230.87,71793.11,100.0,100,,,,4.81,1.62,377.0,74.8,16.18,9.02,0.0,30.0,0.0,26378.82,37505.59,95472.24,11.38,5.9,2257.0,66.9,23.26,37.67,21.22,451.15,0.0,122758.38,132977.83,0.0
Yemen,1988,315129.06,393261.53,100.0,100,,,,9.85,4.91,105.0,40.95,27.62,31.43,0.0,50.0,0.0,201967.17,208134.59,2586.76,10.83,4.28,831.0,62.09,22.86,89.52,29.52,100.0,0.0,206834.51,210721.35,0.0
"Yugoslavia,FR(Serbia/Montenegr",1988,4164327.54,3751376.55,100.0,100,,,,5.95,8.26,10253.0,61.72,27.5,7.95,2.83,3000.0,0.0,1045589.26,6640749.4,631207.45,14.77,17.96,61189.0,68.45,18.31,40.66,38.36,3000.0,0.0,4558620.16,7271956.85,0.0
South Africa,1988,5884280.82,4557443.95,100.0,100,,,,3.73,1.67,7847.0,26.83,61.64,10.42,1.11,176.82,0.0,1226600.0,3918090.84,13845168.6,13.89,12.3,51391.0,68.29,19.45,41.93,38.37,3000.0,0.0,2607352.56,17763259.44,0.0
"Congo, Dem. Rep.",1988,216417.1,407844.53,100.0,100,,,,0.89,1.25,944.0,4.03,93.43,2.44,0.11,110.0,0.0,6268.0,378671.17,807286.35,12.51,8.47,8978.0,73.46,19.16,41.63,28.6,509.65,0.0,201460.68,1185957.52,0.0
Zambia,1988,181614.81,658875.61,100.0,100,,,,1.05,3.61,631.0,11.09,83.68,4.75,0.48,50.0,0.0,7221.92,742841.31,84492.92,15.25,5.79,4181.0,61.76,23.2,54.36,45.32,3000.0,0.0,25136.54,827334.23,0.0
Zimbabwe,1988,172800.37,445348.83,100.0,100,,,,2.09,12.87,1660.0,17.29,74.88,6.99,0.84,471.64,0.0,346733.66,689006.47,223712.33,16.35,18.12,12809.0,68.67,18.39,49.22,50.66,3000.0,0.0,586233.25,912718.8,0.0
