index,merchantid,listedproducts,totalunitssold,meanunitssoldperproduct,rating,merchantratingscount,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,totalurgencycount,urgencytextrate
894,5e748f2484068a0289ab6f9f,2,100,50.0,3.923,26.0,20.0,17.0,-17.0,-17.0,12.0,1.0,50.0
895,5e686e632fb13f0b010b6cd0,2,100,50.0,4.175,57.0,12.0,85.0,86.0,86.0,4.0,1.0,50.0
896,5a14dbb27dee4a2da907bddb,2,100,50.0,4.458,537.0,9.0,34.0,74.0,74.0,5.0,1.0,50.0
897,5e5cb2f077179e1ac07004a2,2,60,30.0,3.885,52.0,12.0,14.0,15.0,15.0,4.0,,
898,5e4f330366b9710ecfaff138,1,50,50.0,3.464,28.0,12.0,11.0,-9.0,-9.0,7.0,,
899,5e4b6a0c57cc9b0b53e499a4,1,50,50.0,3.667,9.0,5.0,38.0,87.0,87.0,2.0,,
900,5e75cce27477a26d336a6c07,1,50,50.0,3.676,34.0,15.0,13.0,-15.0,-15.0,10.0,,
901,5e732ba4dc0ec3709851e0f7,1,50,50.0,3.714,21.0,11.0,85.0,88.0,88.0,7.0,1.0,100.0
902,5eb91502c48732293d0a8e08,1,50,50.0,3.722,144.0,6.0,6.0,0.0,0.0,15.0,,
903,5d8c291ca1309429e32bb247,1,50,50.0,3.774,62.0,9.0,8.0,-12.0,-12.0,2.0,,
904,5abf82da22fad76f8c13b113,1,50,50.0,3.84,2647.0,12.0,11.0,-9.0,-9.0,17.0,,
905,58008d25047bed1ad1940bff,1,50,50.0,3.861,4098.0,3.86,6.0,36.0,36.0,6.0,,
906,5e6a5f041511dc46c06eac19,1,50,50.0,3.872,47.0,8.0,56.0,86.0,86.0,6.0,1.0,100.0
907,5aa24c9a22fad77bdfe2578b,1,50,50.0,3.937,399.0,27.0,23.0,-17.0,-17.0,12.0,,
908,5d9163dcbffbb14190a52df7,1,50,50.0,3.98,249.0,8.0,7.0,-14.0,-14.0,7.0,,
909,597ff85721064f2607e253e9,1,50,50.0,4.01,401.0,25.0,38.0,35.0,35.0,6.0,,
910,58db59f4e40cc66d2bda1bc0,1,50,50.0,4.094,14358.0,13.0,11.0,-18.0,-18.0,12.0,,
911,575ab2de20c8d15cb59e5ee0,1,50,50.0,4.12,8397.0,9.0,33.0,73.0,73.0,4.0,,
912,586378e04b60fe69e3335c5f,1,50,50.0,4.128,2283.0,8.0,7.0,-14.0,-14.0,8.0,,
913,578caf669035dc557db297c0,1,50,50.0,4.16,19281.0,8.0,7.0,-14.0,-14.0,6.0,1.0,100.0
914,5e50b3e818034a49f8aeecdf,1,50,50.0,4.17,47.0,1.0,8.0,88.0,88.0,4.0,,
915,578aeb7316b2891a3a226c21,1,50,50.0,4.323,5508.0,16.0,14.0,-14.0,-14.0,18.0,,
916,533e35e334067e3f0e7b05c5,1,50,50.0,4.385,71919.0,12.0,17.0,30.0,30.0,18.0,1.0,100.0
917,58bd1048662f70531f3962df,1,50,50.0,4.434,3063.0,16.0,14.0,-14.0,-14.0,2.0,,
918,5e61c817039ce2184a0ed392,3,30,10.0,3.548,31.0,16.0,14.0,-14.0,-14.0,3.0,1.0,33.0
919,5e71bc2ff2bef60050bd3a86,3,30,10.0,3.915,47.0,11.0,168.0,94.0,94.0,3.0,1.0,33.0
920,5d3aa36072b0c915fe6b8fbd,3,24,8.0,3.917,626.0,8.0,68.0,89.0,89.0,0.0,1.0,33.0
921,5e2ecb9deed5087a7ba2f5f7,2,20,10.0,3.609,46.0,7.0,17.0,59.0,59.0,2.0,,
922,5e54d1d9e0d90e6488de48c2,2,20,10.0,3.667,42.0,2.0,2.0,0.0,0.0,5.0,1.0,50.0
923,5d676dae88a10253b1781da6,2,20,10.0,3.691,291.0,9.0,10.0,10.0,10.0,0.0,1.0,50.0
924,5e606b6e29e7867135073fbe,2,20,10.0,3.692,13.0,2.67,67.0,97.0,97.0,0.0,1.0,50.0
925,5a3231f2e62bbc45b0bda1dd,2,20,10.0,3.837,129.0,5.0,5.0,0.0,0.0,0.0,1.0,50.0
926,5d48eef4b5144c50c2ac0af3,2,20,10.0,3.859,397.0,7.0,68.0,90.0,90.0,2.0,1.0,50.0
927,5e63469b2fdc774466e15dd5,1,10,10.0,2.333,3.0,5.75,5.0,-15.0,-15.0,0.0,,
928,5e4b9c3801ba9d210036fc5a,1,10,10.0,3.508,65.0,3.92,9.0,57.0,57.0,1.0,,
929,5df1cd2ecce7510b506fdba5,1,10,10.0,3.625,8.0,8.0,17.0,53.0,53.0,0.0,1.0,100.0
930,5a9d135128a2b361c3491a1e,1,10,10.0,3.76,1531.0,7.0,22.0,69.0,69.0,4.0,,
931,5e4f81dc968c88593150e98e,1,10,10.0,3.778,72.0,3.7,9.0,59.0,59.0,4.0,1.0,100.0
932,58c214fd95dc43508c12899c,1,10,10.0,3.81,4485.0,7.0,7.0,0.0,0.0,11.0,1.0,100.0
933,58d64937794a2b6db2f0394e,1,10,10.0,3.873,528.0,11.0,70.0,85.0,85.0,2.0,,
934,5af917558699ce1103dd6010,1,10,10.0,3.875,514.0,14.0,12.0,-16.0,-16.0,2.0,1.0,100.0
935,59538ae253ebe2397fc85777,1,10,10.0,3.959,5123.0,6.0,6.0,0.0,0.0,4.0,,
936,5d53751b40defd6833e480ad,1,10,10.0,4.008,238.0,12.0,67.0,83.0,83.0,3.0,,
937,5d5008cb1d9a8e750032d31b,1,10,10.0,4.015,676.0,16.0,25.0,36.0,36.0,4.0,,
938,5aae608bdb5f1f42a93eaaed,1,10,10.0,4.021,331.0,15.0,13.0,-15.0,-15.0,4.0,,
939,57c4dd2ce2a1b61c74c4265a,1,10,10.0,4.037,28798.0,5.65,33.0,83.0,83.0,0.0,1.0,100.0
940,5466f5ea1280fa5c9c7ba98e,1,10,10.0,4.042,3694.0,7.0,66.0,90.0,90.0,0.0,,
941,5de71b384c9c820a00c16efa,1,10,10.0,4.062,193.0,7.0,7.0,0.0,0.0,0.0,,
942,592955ef980a346d826f7bfc,1,10,10.0,4.17,1496.0,8.0,33.0,76.0,76.0,0.0,,
943,569f3031b3d90139e3c5a407,1,10,10.0,4.173,9217.0,14.0,12.0,-16.0,-16.0,1.0,,
944,5d594543cf65033850311c11,1,10,10.0,4.2,60.0,3.71,5.0,26.0,26.0,1.0,,
945,56025ed8293a5b2d24779bde,1,10,10.0,4.295,22621.0,11.0,30.0,64.0,64.0,0.0,1.0,100.0
946,538f4f18ab980a5167a1d722,1,10,10.0,4.326,173992.0,8.0,7.0,-14.0,-14.0,2.0,,
947,56de96c70f2a81169f14fcde,1,10,10.0,4.466,1442.0,16.0,14.0,-14.0,-14.0,0.0,,
948,574d559cb06e205d099d9107,1,10,10.0,4.501,2038.0,18.0,59.0,70.0,70.0,6.0,,
949,5db248327c0d0800c24fc084,1,10,10.0,4.513,160.0,5.68,5.0,-13.0,-13.0,2.0,,
950,54365c349719cd57af2b449b,1,8,8.0,3.949,53225.0,7.0,31.0,78.0,78.0,0.0,,
951,581c54c4dd99164b808ca531,1,7,7.0,4.249,6348.0,8.0,55.0,86.0,86.0,1.0,,
952,564d8f2f3a698c01d97fbb81,1,3,3.0,3.991,11378.0,4.81,30.0,84.0,84.0,0.0,,
953,567bad8582c35f28103e5813,1,2,2.0,3.999,21307.0,11.0,10.0,-10.0,-10.0,1.0,,
954,5b24edf0d1c360301099e9c6,1,2,2.0,4.303,693.0,16.0,16.0,0.0,0.0,0.0,,
955,5d417e7070327a2743021677,1,1,1.0,3.598,378.0,2.72,9.0,70.0,70.0,0.0,,
956,5add589edb5f1f32114d07df,1,1,1.0,3.956,1134.0,14.0,14.0,0.0,0.0,0.0,,
957,5d4b8931933fb13f8a1fe232,1,1,1.0,4.007,1380.0,11.0,30.0,64.0,64.0,0.0,,
